id_transacao,id_cliente,valor,data_transacao
92070998,143,111.0,2025-05-31
44922102,144,83.57,2025-02-18
88957628,144,32.31,2024-05-08
89038953,144,135.93,2024-04-19
30144292,144,143.29,2024-07-26
10275398,144,71.23,2024-11-01
76677542,144,191.08,2025-02-03
94580037,144,49.68,2024-05-19
37483659,144,155.85,2024-11-18
48083187,144,43.49,2024-10-02
63807074,144,180.4,2024-07-20
16362064,145,17.57,2025-06-16
76300876,146,90.91,2024-11-08
51754251,147,145.96,2024-11-25
95423329,147,110.71,2024-10-31
83436376,147,46.09,2024-12-01
58422891,147,140.9,2024-10-01
87594945,147,165.35,2025-03-12
63228431,147,119.94,2024-08-28
65615398,147,163.95,2024-11-20
88813663,147,197.07,2025-01-07
89688173,147,111.65,2024-10-11
23298590,148,155.21,2024-11-29
39713512,148,107.25,2024-04-15
74939526,148,56.22,2024-06-04
93704380,148,147.85,2025-04-05
77874847,148,43.56,2024-12-11
50165709,148,104.51,2024-09-05
4823603,148,103.66,2024-06-01
62285928,148,152.6,2024-09-02
67790920,148,62.73,2025-03-19
28753780,148,77.37,2024-11-23
20815179,149,94.77,2024-12-14
82090322,149,36.89,2024-12-10
60193232,149,12.64,2024-10-29
43557809,149,158.77,2025-01-02
44705781,149,114.93,2025-05-12
52461965,149,163.68,2024-12-13
1199405,150,67.24,2025-02-18
49186032,150,53.87,2024-12-04
45946130,150,23.16,2024-11-23
1642694,150,184.29,2025-05-08
90090203,150,14.28,2024-11-23
8556127,150,18.13,2025-04-10
27682802,151,132.31,2025-06-09
75072934,151,73.65,2025-06-18
81326649,151,115.65,2025-06-18
50710750,152,59.53,2025-05-29
72041788,152,176.53,2025-04-21
94697336,152,158.48,2025-06-01
3823654,152,145.24,2025-06-19
98328526,152,143.83,2025-05-13
94775605,153,45.02,2024-10-11
57266868,153,119.61,2024-09-21
4049089,153,193.06,2025-05-28
51290431,153,93.91,2025-04-11
86525808,153,110.74,2024-10-13
40895496,153,35.53,2025-04-28
83099549,153,135.58,2025-03-09
71063296,153,101.92,2024-12-13
18890265,154,80.66,2025-02-22
51092844,154,87.7,2025-05-02
86833296,154,141.89,2025-03-25
28613301,154,41.43,2025-03-22
62230621,154,102.65,2025-01-14
57943218,154,97.02,2025-02-13
19716875,154,196.6,2025-02-19
21969078,154,199.05,2024-12-25
70105277,154,80.61,2025-03-03
17026337,155,13.63,2024-01-11
19116626,155,77.8,2025-01-28
29992980,155,39.7,2023-10-30
26801716,156,67.66,2025-03-20
52376681,156,162.79,2025-02-27
94744178,156,190.41,2025-05-21
37723685,156,81.89,2025-06-21
21672787,156,197.75,2025-03-03
99773939,156,187.31,2025-06-22
89725693,156,38.44,2025-04-10
94365256,157,95.84,2025-03-26
52605373,157,86.36,2025-04-25
66038639,157,156.04,2025-04-23
37737969,157,99.82,2025-03-25
34520866,157,103.44,2025-02-09
49641857,157,156.36,2025-02-22
49499083,157,130.46,2025-03-27
3699276,157,38.21,2025-05-09
39916830,157,38.58,2025-03-03
88181973,157,96.65,2025-05-27
67211474,158,63.48,2025-03-24
49072218,158,194.84,2024-10-04
82949079,158,57.24,2023-11-03
96285629,158,186.23,2024-07-24
42863786,158,10.2,2025-03-11
75547795,158,19.39,2024-03-14
79515909,158,171.11,2025-05-17
53449077,158,36.46,2023-11-06
94618509,158,188.32,2025-06-14
15290273,159,162.86,2025-04-05
9609261,159,25.62,2024-11-30
81110623,159,46.85,2024-04-21
70023187,159,138.35,2024-02-10
86808498,160,83.27,2025-05-28
50100762,160,48.17,2025-05-31
26161582,160,98.49,2025-05-06
31103372,160,115.22,2025-05-12
57997023,160,100.7,2025-05-07
99844603,160,75.19,2025-06-18
27569819,160,168.6,2025-06-13
72760461,160,64.66,2025-05-17
16450314,160,133.24,2025-06-22
84186090,161,127.47,2025-02-15
16009269,161,17.89,2024-02-27
89781675,161,110.24,2025-06-17
70069233,161,147.08,2024-12-01
87462081,161,16.23,2025-02-25
14944843,161,160.02,2024-03-18
85490762,161,177.22,2024-07-20
64817647,161,10.02,2024-11-27
62185538,161,123.84,2025-04-23
3722776,162,143.73,2025-06-15
25829635,162,101.55,2025-06-17
25368446,162,92.15,2025-06-22
4135863,162,21.3,2025-06-11
25417774,162,169.0,2025-06-01
68351583,163,196.63,2025-05-21
27231691,163,17.28,2025-05-30
19179238,163,51.59,2024-09-30
9615646,163,10.54,2024-08-27
95568355,163,104.35,2023-12-07
2443469,163,162.48,2025-01-02
8972014,163,72.07,2024-02-15
40266400,164,169.13,2025-05-23
9247326,164,153.6,2025-06-09
55026671,164,111.13,2025-06-12
77685199,164,119.19,2025-06-04
27644243,164,162.57,2025-05-22
19568685,164,197.74,2025-05-15
74779715,164,148.82,2025-06-06
95207212,164,35.58,2025-05-25
12921330,165,32.23,2024-07-22
96961197,166,193.55,2025-05-20
12871323,166,42.02,2025-04-21
98361674,166,65.0,2025-04-25
98969716,166,55.94,2025-05-09
51488419,166,76.15,2025-04-17
1479440,166,191.72,2025-06-22
47120599,166,106.11,2025-04-07
20113507,167,57.0,2024-12-22
35199931,167,12.17,2025-02-13
4542613,167,57.68,2025-05-01
18871485,167,67.38,2024-03-03
5367649,167,170.73,2024-08-18
38891748,167,66.54,2025-05-07
802015,167,182.72,2024-11-13
31310108,167,37.33,2024-11-14
13765982,167,123.41,2025-05-27
48630560,167,179.06,2024-03-15
46844939,168,106.36,2025-04-04
11150897,168,49.13,2025-03-26
99632427,168,36.98,2025-04-02
65284146,168,58.37,2025-03-24
79920219,168,69.39,2025-04-30
6293663,169,134.5,2025-06-21
89859650,169,153.6,2024-10-09
85466583,169,139.79,2024-08-06
81552226,169,19.12,2024-08-10
23282090,170,145.67,2025-04-24
14379520,170,180.78,2024-10-09
28969390,170,162.06,2025-02-20
89538608,170,149.4,2025-01-11
39478444,170,168.32,2025-03-28
59463133,170,184.1,2024-08-05
91471192,170,170.42,2025-04-07
584923,170,87.31,2024-08-03
28932779,170,56.75,2025-04-21
61818516,170,72.41,2024-08-19
63960842,171,83.52,2025-01-06
85996867,171,178.41,2025-01-04
15417817,171,97.46,2025-05-08
17836027,171,36.61,2025-03-26
70106052,171,11.69,2025-05-16
8308501,171,38.57,2025-04-27
48791619,172,114.78,2025-03-29
11587177,172,125.53,2025-02-16
50054682,172,188.64,2025-05-05
83156577,172,27.99,2025-06-16
29284072,172,115.74,2025-05-23
81109016,172,176.03,2025-04-29
32008507,172,163.68,2025-03-31
33196881,172,24.98,2025-06-07
7956454,173,174.99,2025-06-17
80026686,173,19.18,2025-03-17
18979143,173,185.0,2025-03-23
42792518,173,33.02,2025-02-18
50617433,174,99.39,2025-05-04
66925382,175,132.97,2025-02-23
55366036,175,126.84,2025-05-30
38553319,175,108.9,2024-08-14
45929471,175,164.81,2025-06-14
93122760,175,78.29,2024-07-04
26381419,175,75.75,2025-01-11
75067978,175,14.63,2024-12-20
29723688,176,63.97,2024-10-10
43041632,176,10.63,2024-10-23
36313494,176,15.74,2024-12-29
92446843,177,160.2,2024-08-21
77783204,177,21.79,2025-02-11
23134800,177,138.23,2025-05-04
49871276,177,149.13,2025-02-06
7759991,177,128.82,2025-03-18
71469311,177,139.15,2024-12-24
39182275,178,89.4,2025-04-09
91123885,178,30.53,2025-06-05
74060322,178,58.83,2024-02-26
61519680,178,107.4,2023-08-17
60201456,178,37.85,2024-01-21
25913519,178,130.88,2024-04-14
29017880,178,114.02,2024-08-29
24208857,178,99.57,2024-05-25
47345681,178,151.46,2024-01-19
81223523,179,108.46,2024-11-21
67116579,179,24.56,2024-06-14
40059342,180,89.42,2024-02-04
34042140,180,52.01,2024-10-07
99650631,180,94.08,2024-11-24
96362739,180,32.53,2024-04-28
92820157,180,139.31,2024-12-10
51653155,180,21.43,2025-02-10
39119118,180,168.56,2025-04-10
44117186,180,29.29,2025-03-13
83369685,180,129.32,2024-03-23
37698814,180,184.82,2024-05-23
92529402,181,196.32,2025-03-07
53802944,181,160.47,2025-02-22
26796142,181,162.11,2025-04-07
56236871,181,183.34,2025-04-24
54408669,181,103.41,2025-02-08
30606241,182,46.78,2025-04-19
70093593,182,53.73,2025-03-08
14744193,182,40.22,2025-06-15
71197893,183,147.32,2024-05-30
12187988,183,85.98,2024-05-02
44626848,183,81.51,2025-01-20
83469229,183,27.25,2024-12-11
11056918,183,97.77,2024-04-12
36310993,183,170.52,2024-12-24
39065681,183,116.68,2024-08-26
25450564,184,14.1,2024-01-28
12431338,184,103.4,2025-04-04
28069746,184,185.65,2024-12-24
44886776,184,39.53,2024-06-28
73413723,184,85.47,2024-12-28
64864854,184,166.52,2025-03-07
58064147,184,108.62,2025-04-17
30146649,185,41.68,2024-12-24
31811061,185,127.9,2025-05-06
77893977,186,177.21,2023-09-30
98039099,186,71.85,2023-12-28
51683866,186,160.59,2025-06-03
88419771,186,79.16,2024-12-04
61357232,187,15.53,2024-12-06
98839051,187,133.59,2025-06-23
38944223,187,17.04,2025-05-01
26237184,188,123.91,2023-08-21
28469529,188,109.59,2024-12-31
64072295,188,133.05,2024-12-28
67522777,188,53.87,2025-01-07
18446373,188,50.89,2025-06-14
10203001,188,167.31,2024-10-09
99575483,188,189.75,2025-03-13
71183451,188,155.82,2024-04-28
26713389,188,177.37,2025-02-05
94869826,188,172.93,2024-11-09
51581140,189,114.97,2025-04-28
81041631,190,113.19,2024-11-19
24503127,190,161.89,2024-07-28
34642865,190,109.53,2025-03-25
78947913,190,54.47,2024-11-07
90497411,191,153.68,2025-01-22
53476939,191,34.59,2024-12-17
92372945,192,70.76,2025-02-19
80828196,192,195.25,2025-02-17
35917983,193,180.01,2023-12-01
2994574,193,136.89,2024-01-02
62815617,194,75.12,2025-04-11
31343182,194,153.62,2024-09-28
34837310,194,152.41,2024-05-22
38129207,194,27.8,2025-03-27
94467092,194,148.64,2024-12-02
94685963,194,167.8,2024-12-13
55557368,194,33.7,2024-06-04
10436223,194,112.17,2024-08-27
26765730,194,78.67,2024-07-21
22762069,194,151.78,2024-09-24
71110030,195,196.94,2024-07-20
37147260,195,191.41,2024-06-08
48039342,195,122.98,2024-06-14
22855823,195,57.74,2024-06-30
77539876,195,146.44,2024-03-20
76987139,195,108.4,2024-04-05
80285048,195,156.77,2025-03-14
78152522,195,140.9,2025-04-09
1179301,195,148.8,2025-03-01
44995684,195,57.45,2024-11-28
67404644,196,91.08,2024-04-03
43101170,196,84.34,2024-06-19
96676490,196,72.35,2025-02-04
19882168,196,132.86,2024-09-15
29824573,197,32.72,2024-05-23
79514796,197,27.09,2024-07-27
81717651,197,148.35,2024-07-22
78325485,198,50.9,2025-04-29
87389389,198,127.41,2025-06-02
27223797,198,59.98,2025-06-05
12231724,198,159.4,2025-06-05
92024711,198,140.16,2025-05-26
46994340,198,45.75,2025-06-14
88100872,198,106.05,2025-05-29
75341736,198,58.02,2025-06-12
62066897,199,109.38,2025-01-16
63713872,199,198.81,2024-08-03
14764335,199,39.01,2025-03-24
63142337,199,129.93,2024-05-31
93193305,199,64.83,2025-06-23
13899796,199,115.35,2024-03-05
77970305,199,45.47,2024-08-12
28630286,200,28.77,2023-12-04
48687744,200,170.41,2023-12-14
45247467,200,184.33,2024-07-23
22932845,200,86.08,2023-11-21
71151001,201,146.55,2025-02-04
72579828,201,17.79,2024-12-17
70940603,201,35.35,2025-04-09
47689710,201,143.77,2024-12-02
73187054,201,30.56,2025-02-03
53940920,201,62.61,2025-04-06
29548244,202,15.86,2024-06-10
84958991,202,118.35,2025-01-28
38485764,202,90.63,2024-02-29
15790922,202,155.73,2024-09-18
86662327,203,79.65,2024-08-18
62441488,203,48.02,2024-12-04
49829236,203,111.25,2024-12-30
62615608,203,86.98,2024-09-29
67694987,204,25.62,2025-01-07
83218730,204,181.77,2025-02-06
4158480,204,73.92,2025-03-19
38170402,204,84.92,2025-03-02
56763249,204,26.09,2025-04-03
82309059,204,47.3,2025-01-02
22564377,205,161.6,2025-05-15
26917215,205,193.19,2025-04-12
92262714,205,72.2,2025-06-14
56971730,205,106.84,2025-05-22
17898014,205,72.57,2025-04-24
31698219,205,105.72,2025-05-24
38661771,205,78.3,2025-06-07
40530720,205,33.39,2025-05-21
52129887,205,48.31,2025-03-27
50811826,205,91.27,2025-06-14
29154262,206,193.83,2025-04-26
43633402,206,177.01,2025-01-09
95099110,206,40.67,2024-07-13
86904303,206,142.32,2025-02-17
49416164,206,166.47,2024-07-01
49558671,206,112.72,2024-05-14
86939350,206,34.63,2024-07-20
37677647,206,118.32,2024-10-20
50100244,206,110.22,2024-11-21
51453306,207,92.62,2024-07-14
40224280,207,191.4,2024-08-07
50202303,207,159.24,2024-10-26
25991863,207,39.63,2025-01-16
91076676,208,156.33,2025-03-04
30091913,208,187.79,2025-06-22
55465696,208,178.92,2025-06-18
99284491,208,108.35,2025-04-21
22185818,208,154.74,2025-06-12
98632938,208,174.05,2025-03-06
44153764,208,97.86,2025-06-02
95233699,208,134.72,2025-04-17
6932142,208,109.23,2025-03-13
87063097,208,44.02,2025-05-08
31725603,209,37.14,2025-05-17
58100352,209,68.67,2024-12-06
19539670,209,199.3,2024-12-06
58505089,209,39.74,2025-06-22
71191665,209,46.35,2024-10-29
95755778,209,54.38,2025-02-27
66999550,210,35.75,2024-09-07
65918417,210,33.23,2025-02-08
87483418,210,59.58,2025-06-08
51212789,210,113.15,2024-09-17
95055912,210,147.71,2024-11-09
54540775,210,26.32,2025-05-03
24669040,210,42.26,2025-06-22
63385238,210,103.84,2025-04-23
36233053,210,94.78,2024-10-30
9639275,210,84.85,2025-06-01
65736949,211,59.15,2024-04-16
90615869,211,77.21,2025-04-10
49554566,211,61.73,2024-10-12
89191035,211,113.68,2024-12-08
23875340,211,198.0,2024-08-02
48312290,211,55.2,2024-07-17
1716148,211,115.75,2025-01-11
19100535,212,195.88,2024-11-14
6718254,212,25.76,2025-04-02
3222954,212,136.43,2024-11-07
42359407,212,160.37,2024-12-03
24560175,212,172.48,2025-03-02
46811023,212,81.57,2024-07-21
30352726,212,56.9,2024-11-24
51924636,213,177.84,2024-09-06
50239891,213,176.33,2024-08-30
48527098,213,132.67,2025-04-30
75540343,213,87.1,2024-10-17
26392832,213,117.52,2024-12-29
81885412,214,48.88,2025-01-23
88789948,214,59.97,2024-04-01
86987853,214,193.04,2025-04-11
73747455,214,174.03,2025-02-22
75897272,214,47.96,2025-01-29
46292658,214,96.74,2025-03-06
64713713,214,107.71,2025-03-17
72688077,214,55.43,2025-01-01
58662520,214,153.02,2024-10-31
60961653,214,152.68,2025-01-25
4857840,215,105.5,2024-09-07
3873292,216,74.41,2025-03-30
32078584,216,199.8,2024-04-06
53972527,216,26.72,2025-02-03
6534569,217,104.95,2025-01-31
15200188,217,52.35,2024-01-31
51460580,217,28.61,2023-12-16
2994651,217,180.08,2024-07-08
15221964,217,51.08,2024-07-07
14875796,217,47.55,2024-09-08
81479675,217,31.74,2024-08-01
30927963,218,124.86,2024-07-25
58099862,218,76.14,2025-03-18
16998657,218,107.16,2024-03-28
66391770,218,10.27,2024-09-09
11607196,218,22.5,2024-11-26
52562269,219,16.43,2024-05-06
24519946,219,109.31,2024-06-26
25186662,219,38.41,2025-05-19
81479234,219,180.29,2025-01-16
56302352,219,72.54,2024-05-30
20178097,219,12.24,2025-06-02
80463084,219,156.68,2024-05-16
15501047,219,103.46,2024-06-15
27336481,219,112.67,2024-03-08
18762206,220,37.54,2024-01-14
78978627,220,127.09,2024-06-15
95947039,220,11.44,2024-08-17
82941434,221,80.13,2024-01-16
44915222,222,33.69,2025-05-31
93470335,222,157.02,2025-04-05
52974088,222,15.7,2025-06-10
77006744,222,41.34,2025-06-05
7893288,223,176.42,2025-04-24
60453471,223,60.24,2025-06-04
1330260,223,52.51,2025-04-12
90143723,223,175.66,2025-04-25
49511376,223,150.02,2025-04-15
90466083,223,164.49,2025-04-08
28544004,223,178.53,2025-04-27
99973022,223,58.09,2025-06-01
13736820,223,43.9,2025-05-05
20965372,223,160.52,2025-05-18
47742855,224,35.13,2024-07-21
38640514,224,110.69,2024-10-29
6861552,225,28.97,2024-10-24
41551064,225,141.57,2025-01-25
78242789,225,63.59,2025-04-29
25230402,225,186.22,2024-12-24
22797328,225,50.44,2025-04-11
18765028,226,186.87,2025-05-30
18867224,226,45.45,2025-05-25
34216380,226,99.19,2025-01-24
55911321,226,112.86,2025-06-14
83671274,226,154.14,2025-06-13
29321655,226,35.69,2025-01-21
78991929,226,116.11,2024-12-06
5557068,226,67.5,2025-05-19
51708069,227,54.87,2025-02-06
66384763,227,158.36,2025-04-17
76481892,227,94.99,2025-03-29
46159151,227,38.91,2025-04-07
76948827,227,124.08,2025-01-06
65261210,227,83.19,2025-03-08
11373373,227,67.24,2025-02-11
87737200,228,86.98,2025-04-26
46273889,228,171.67,2025-06-11
26211409,228,66.23,2025-04-25
41060186,228,191.62,2025-05-24
18019746,228,24.05,2025-04-30
98962310,228,111.99,2025-06-12
60906512,228,25.4,2025-05-04
94367171,228,138.01,2025-05-30
31319599,228,36.28,2025-06-20
63210768,228,177.33,2025-05-28
70133045,229,145.27,2024-05-20
77284986,229,72.52,2025-04-14
99409034,229,130.71,2025-01-12
44516642,229,143.04,2024-05-20
64276779,229,34.74,2023-12-20
31501171,229,173.74,2024-01-01
98579153,229,99.22,2024-11-21
31409208,229,185.23,2025-04-12
3901027,229,58.2,2024-12-01
79888803,230,24.21,2024-02-01
33240271,230,31.82,2024-02-22
6240776,230,38.2,2025-04-26
29733102,230,196.62,2024-04-21
79504970,230,68.54,2024-10-08
2399230,230,10.31,2024-03-11
53141450,231,18.92,2025-06-03
32268195,232,172.1,2024-09-20
50741555,232,131.18,2024-11-03
48582844,232,18.29,2025-05-26
44306098,232,127.14,2025-05-29
88031525,232,177.22,2024-10-23
80932158,232,176.98,2024-11-25
99537127,232,118.28,2024-08-26
46858409,232,86.63,2024-09-28
50755384,232,90.88,2025-02-18
85756717,233,131.27,2025-04-02
91706098,233,80.35,2025-02-05
13999339,233,172.76,2025-04-02
44655917,233,62.75,2025-01-07
40600283,233,52.27,2025-06-19
24224154,233,168.69,2025-05-30
576061,233,109.91,2025-01-16
96436629,233,35.56,2025-01-03
69508324,233,193.95,2025-05-17
31565888,233,52.05,2025-04-26
95939177,234,76.63,2023-09-03
49948019,234,171.59,2024-04-12
16281304,235,37.21,2025-04-30
5739980,235,101.59,2024-11-24
29846759,235,113.25,2024-11-25
52977010,235,20.41,2025-04-17
57138243,235,105.83,2025-01-07
67231971,236,107.43,2024-07-08
11356004,236,89.96,2023-06-29
32436836,236,13.85,2024-04-06
9431556,236,161.67,2024-12-02
5365849,236,72.2,2024-09-07
95363088,236,13.36,2024-07-24
45757220,236,56.38,2025-05-08
7459915,236,102.77,2024-05-31
97851396,236,10.35,2025-04-28
65680258,236,133.15,2024-04-12
5547216,237,159.93,2024-10-04
35266896,237,108.55,2025-04-18
19098744,238,183.07,2023-12-07
89408207,238,44.23,2024-10-26
77772026,239,173.16,2025-03-17
44315402,239,122.09,2025-02-27
93306670,240,29.82,2025-05-05
24232783,241,13.04,2025-06-23
95927267,241,13.82,2025-06-19
58249122,241,72.75,2025-06-22
49900132,241,89.99,2025-06-21
48866511,241,84.51,2025-06-23
25317046,241,36.16,2025-06-21
62073211,241,30.79,2025-06-22
28652081,242,72.76,2025-03-13
62888439,242,184.94,2024-05-27
94238566,242,130.68,2025-05-02
45719947,242,140.66,2024-09-20
50974911,242,158.89,2025-01-12
39571662,243,61.74,2025-06-23
75315873,243,23.37,2025-06-22
27418049,243,109.49,2025-06-21
87708991,243,54.24,2025-06-23
68278215,243,42.99,2025-06-21
45400230,243,30.12,2025-06-23
25287795,243,27.24,2025-06-23
59216028,243,128.35,2025-06-22
78875344,243,189.69,2025-06-21
51183638,243,140.58,2025-06-21
70711427,244,17.31,2025-05-07
92966105,244,105.71,2025-04-21
63034655,244,170.22,2025-06-04
40488074,244,130.47,2025-04-15
93530316,244,117.61,2025-04-21
3970747,244,108.11,2025-04-22
91319579,244,56.31,2025-06-11
56564563,244,122.91,2025-04-20
85010456,245,54.48,2023-12-05
96447232,246,17.95,2025-06-22
23226734,246,132.04,2025-06-22
88677962,246,10.35,2025-06-22
53161778,246,153.02,2025-06-22
32759919,246,111.48,2025-06-22
8727661,246,191.21,2025-06-23
45320753,246,145.42,2025-06-22
66762143,246,88.95,2025-06-23
18959665,246,74.24,2025-06-23
50173410,246,191.86,2025-06-22
26107833,247,80.42,2024-04-10
53370581,247,197.68,2024-07-21
99466439,247,162.36,2024-06-23
79414494,247,60.78,2024-10-09
67833591,247,141.66,2024-11-02
88390428,247,12.05,2024-09-22
91332364,247,86.46,2024-10-21
91314636,248,48.71,2025-02-16
23472106,248,197.23,2025-05-08
25626408,248,147.95,2025-01-07
40096044,248,49.25,2024-12-30
31752325,248,102.92,2024-09-14
64766417,249,111.94,2025-05-16
40078714,249,182.81,2025-06-16
39219932,249,38.66,2025-06-10
25984719,250,87.2,2025-01-13
26632433,250,190.48,2025-06-13
51318047,250,98.37,2025-03-15
20878568,250,93.13,2024-11-21
19870897,250,49.38,2025-03-06
14064422,250,85.5,2024-10-05
23956183,250,81.68,2024-06-16
13583676,251,23.78,2025-05-19
50397783,251,14.64,2023-10-23
21549451,251,38.21,2024-04-04
74013211,251,14.43,2025-05-24
80194096,252,54.58,2025-04-20
54216833,253,153.05,2025-05-25
80114181,253,195.21,2025-06-10
84049338,253,198.64,2025-06-12
48638148,253,74.78,2025-06-21
85384312,253,88.02,2025-06-13
92060466,253,53.88,2025-06-03
99783719,253,174.38,2025-06-12
28730631,253,155.67,2025-06-20
73600574,253,172.65,2025-06-04
79015001,253,124.56,2025-06-21
59845891,254,57.11,2024-06-01
16408219,254,62.6,2024-10-22
44735270,254,113.02,2024-03-20
6917288,255,111.8,2024-03-30
90668560,255,67.72,2024-06-11
61507709,255,166.58,2024-06-30
26932819,255,24.39,2024-10-18
94399910,255,147.42,2024-05-09
89728021,255,73.06,2025-06-22
26027876,255,145.79,2024-10-26
48215268,255,131.74,2024-08-12
21054879,255,45.04,2024-12-30
97172180,256,121.37,2024-08-10
62857752,256,95.46,2024-04-16
89151596,256,80.54,2024-06-11
6110950,257,64.63,2024-08-05
74662428,257,76.81,2025-04-19
39840680,257,144.76,2024-09-19
59122268,258,10.54,2024-09-19
7764767,259,183.92,2023-12-23
70456531,259,132.33,2023-08-18
33198279,259,101.17,2023-10-09
19564777,259,167.35,2024-05-06
71819037,259,121.94,2024-07-18
55007051,259,125.09,2025-05-19
93782508,259,161.81,2024-02-04
76245952,259,111.8,2024-04-12
21822322,260,66.56,2024-08-01
42747068,260,49.1,2024-08-28
59657742,260,111.58,2024-09-22
34146003,260,103.64,2025-02-26
80858266,260,106.94,2024-03-20
96110997,261,85.65,2024-09-18
41637638,261,130.02,2024-12-29
56399035,261,124.57,2025-05-08
48558344,261,54.29,2025-05-06
28070535,261,159.76,2024-09-13
22776048,261,61.03,2025-04-20
14850969,261,52.23,2024-11-14
96345302,261,128.38,2024-09-21
93113361,262,198.04,2025-02-07
15971237,262,128.12,2024-11-26
13579924,262,53.47,2025-03-06
66764791,262,189.78,2025-01-26
29215034,262,141.39,2024-11-23
22165965,262,75.54,2024-12-14
50090399,263,159.85,2025-05-15
76490414,263,188.23,2025-04-10
80443484,263,160.18,2025-03-27
28910357,264,47.47,2024-10-10
78726604,264,189.46,2024-03-31
65721607,264,77.11,2025-02-03
8302212,264,172.11,2024-07-04
37958769,264,145.42,2025-03-25
43473663,264,110.35,2024-07-14
68465106,264,34.31,2025-05-22
94920857,264,154.67,2024-05-27
89567803,264,15.98,2024-09-12
51207071,265,137.19,2025-03-07
65660930,265,85.72,2025-01-24
4723181,265,17.24,2025-01-26
94556340,265,147.99,2025-06-18
26948618,265,33.27,2025-03-26
65210775,266,114.85,2025-04-26
81450484,266,199.58,2025-04-17
55435546,266,117.13,2025-02-12
7329400,266,160.72,2025-02-23
22776279,267,133.06,2025-06-22
88201351,267,136.81,2024-11-18
62637232,267,161.22,2024-12-09
61951271,267,182.99,2024-10-10
78875835,267,61.2,2025-02-03
54439908,267,53.07,2024-09-23
43219883,268,35.16,2025-02-15
63868708,268,118.29,2024-11-25
69806137,268,67.32,2024-10-15
86994547,268,183.48,2025-02-14
80107881,268,178.57,2024-10-21
11460551,268,37.88,2025-02-15
96555338,268,15.97,2024-12-02
21297267,268,163.64,2025-03-28
15377907,268,69.55,2025-06-17
3209705,269,12.81,2025-06-05
17250030,269,98.43,2025-04-24
625827,270,154.98,2024-10-25
87816023,270,62.38,2025-02-09
7386668,270,100.85,2025-05-13
9606676,270,119.01,2024-06-12
14551125,270,182.31,2024-07-24
14747316,270,126.51,2024-08-04
53758692,271,148.43,2025-05-10
24500035,271,62.05,2025-04-16
13685451,271,111.33,2025-04-27
9072225,271,95.77,2025-05-24
59369753,271,90.67,2024-08-15
46854530,271,137.15,2024-11-30
54272951,271,153.74,2025-02-02
41363141,271,154.12,2024-11-07
46598051,271,19.89,2025-06-21
42673633,271,115.48,2025-03-12
56554915,272,160.54,2025-04-20
50396792,272,79.81,2024-12-03
37659609,272,139.57,2025-06-08
58155361,272,188.15,2025-06-04
42224201,272,160.01,2025-06-14
7557116,272,51.82,2025-04-07
67147850,273,36.51,2025-02-24
71845876,273,22.89,2025-01-14
16118881,273,119.44,2024-12-17
1013619,273,43.25,2025-06-18
12771739,273,182.14,2025-04-10
22754676,273,192.92,2025-01-22
83071917,273,153.24,2024-11-27
54363301,273,190.81,2025-03-27
73830909,273,127.97,2025-03-24
44924774,273,167.07,2025-03-17
6864656,274,39.08,2025-04-27
3640903,275,59.98,2025-01-19
91210735,275,184.18,2024-07-01
74144585,276,188.92,2025-04-15
61176855,276,129.58,2024-07-16
80116179,276,181.84,2025-02-15
24688727,276,115.53,2025-06-21
44369811,276,36.22,2024-06-18
83825049,276,71.81,2024-08-15
95901475,276,136.71,2024-08-11
63941472,276,33.31,2025-05-05
46369094,276,60.84,2024-08-18
73739480,277,40.97,2025-06-03
87891059,277,72.84,2025-05-30
59793977,277,18.17,2025-02-27
96817089,278,32.7,2024-04-03
91708194,278,114.2,2024-09-17
62361883,278,84.45,2024-08-16
6195737,278,35.24,2024-02-20
74165836,278,171.76,2024-03-26
99034201,278,153.57,2024-11-23
36496006,278,82.53,2025-03-05
50044289,278,101.17,2024-10-27
37757881,278,154.54,2024-12-27
18229322,278,53.24,2025-05-26
22390330,279,26.98,2025-02-11
51953825,279,129.79,2025-05-10
73111432,279,191.85,2025-03-13
72368130,279,106.12,2025-06-04
30149751,279,130.56,2025-03-22
42650775,279,82.89,2025-06-01
5606728,279,87.4,2025-05-01
163276,279,159.26,2025-03-25
51061495,280,189.48,2025-05-15
1546589,280,170.39,2025-05-27
56236683,280,66.26,2025-04-05
39572051,280,32.25,2024-11-11
22144067,281,98.06,2025-01-26
31065849,281,70.89,2025-06-05
84526738,281,162.16,2025-06-06
93380370,281,94.34,2025-05-19
56893552,282,118.98,2025-05-12
83940437,282,197.28,2025-05-14
17063655,282,132.66,2025-03-12
21191831,282,38.4,2025-06-15
11755527,282,15.18,2025-05-20
25564324,283,30.62,2025-04-17
80844967,283,175.12,2025-02-09
86650317,283,130.43,2024-07-09
7483168,283,67.94,2025-04-25
18816576,283,190.98,2024-07-01
50535979,283,94.06,2025-03-01
46462681,283,134.43,2024-09-12
25309786,283,22.25,2025-04-07
45489995,283,21.0,2024-05-13
9739330,283,40.75,2025-03-14
46580847,284,68.78,2024-06-08
21865286,284,96.2,2025-01-09
95748152,284,84.75,2024-08-02
65734000,284,38.51,2024-09-26
19338516,285,93.71,2024-10-30
92220133,285,61.09,2025-03-22
6826344,285,171.36,2024-07-06
8934617,285,109.11,2024-12-05
7707478,285,115.41,2024-08-04
